Lot No,Description,Shape,Size,Pcs,Wt (cts),Color,Clarity,Certificate,Video,Cut,POL,SYM,FL,M1,M2,M3,TAB,DEP,Rap ($),Dis,Total,Price,Name,Average weight
2013,,Lab Grown Oval 5.5,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201337,,Lab Grown Oval 5.5 x,,6,2.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201338,,Lab Grown Oval 5.5 x,,5,1.69,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201339,,Lab Grown Oval 5.5 x,,7,2.54,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201340,,Lab Grown Oval 5.5 x,,3,1.22,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201341,,Lab Grown Oval 5.5 x,,9,3.51,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201342,,Lab Grown Oval 5.5 x,,2,0.86,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201343,,Lab Grown Oval 5.5 x,,1,0.45,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2014,,Lab Grown Oval 5.6,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201436,,Lab Grown Oval 5.6 x,,2,0.62,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201437,,Lab Grown Oval 5.6 x,,1,0.34,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201438,,Lab Grown Oval 5.6 x,,2,0.68,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201439,,Lab Grown Oval 5.6 x,,7,2.48,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201440,,Lab Grown Oval 5.6 x,,4,1.48,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201441,,Lab Grown Oval 5.6 x,,4,1.63,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201442,,Lab Grown Oval 5.6 x,,3,1.27,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201443,,Lab Grown Oval 5.6 x,,4,1.76,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201444,,Lab Grown Oval 5.6 x,,1,0.46,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2015,,Lab Grown Oval 5.7,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201537,,Lab Grown Oval 5.7 x,,1,0.35,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201538,,Lab Grown Oval 5.7 x,,1,0.31,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201539,,Lab Grown Oval 5.7 x,,3,1.11,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201540,,Lab Grown Oval 5.7 x,,4,1.54,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201541,,Lab Grown Oval 5.7 x,,8,3.34,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201542,,Lab Grown Oval 5.7 x,,2,0.82,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201543,,Lab Grown Oval 5.7 x,,1,0.43,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201544,,Lab Grown Oval 5.7 x,,1,0.42,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201545,,Lab Grown Oval 5.7 x,,1,0.50,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2016,,Lab Grown Oval 5.8,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201639,,Lab Grown Oval 5.8 x,,2,0.79,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201640,,Lab Grown Oval 5.8 x,,1,0.33,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201641,,Lab Grown Oval 5.8 x,,2,0.76,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201642,,Lab Grown Oval 5.8 x,,1,0.45,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201643,,Lab Grown Oval 5.8 x,,2,0.88,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201644,,Lab Grown Oval 5.8 x,,1,0.47,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201645,,Lab Grown Oval 5.8 x,,1,0.46,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2017,,Lab Grown Oval 5.9,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201737,,Lab Grown Oval 5.9 x,,1,0.38,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201740,,Lab Grown Oval 5.9 x,,1,0.40,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201742,,Lab Grown Oval 5.9 x,,1,0.46,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201743,,Lab Grown Oval 5.9 x,,3,1.34,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201744,,Lab Grown Oval 5.9 x,,1,0.47,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201745,,Lab Grown Oval 5.9 x,,1,0.51,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2018,,Lab Grown Oval 6.0,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201839,,Lab Grown Oval 6.0 x,,1,0.35,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201840,,Lab Grown Oval 6.0 x,,1,0.41,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201841,,Lab Grown Oval 6.0 x,,4,1.71,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201842,,Lab Grown Oval 6.0 x,,8,3.50,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201843,,Lab Grown Oval 6.0 x,,4,1.94,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201844,,Lab Grown Oval 6.0 x,,2,0.97,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201845,,Lab Grown Oval 6.0 x,,3,1.50,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2019,,Lab Grown Oval 6.1,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201942,,Lab Grown Oval 6.1 x,,5,2.21,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201943,,Lab Grown Oval 6.1 x,,8,3.59,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201944,,Lab Grown Oval 6.1 x,,7,3.69,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
201945,,Lab Grown Oval 6.1 x,,4,2.11,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2020,,Lab Grown Oval 6.2,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202042,,Lab Grown Oval 6.2 x,,3,1.47,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202043,,Lab Grown Oval 6.2 x,,1,0.48,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202044,,Lab Grown Oval 6.2 x,,2,1.02,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202045,,Lab Grown Oval 6.2 x,,5,2.61,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202046,,Lab Grown Oval 6.2 x,,1,0.60,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202047,,Lab Grown Oval 6.2 x,,1,0.53,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2021,,Lab Grown Oval 6.3,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202142,,Lab Grown Oval 6.3 x,,2,0.89,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202143,,Lab Grown Oval 6.3 x,,1,0.48,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202144,,Lab Grown Oval 6.3 x,,4,2.03,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202145,,Lab Grown Oval 6.3 x,,2,1.11,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2022,,Lab Grown Oval 6.4,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202242,,Lab Grown Oval 6.4,,3,1.46,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202243,,Lab Grown Oval 6.4,,1,0.49,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202244,,Lab Grown Oval 6.4,,4,2.01,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202246,,Lab Grown Oval 6.4,,5,2.81,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202247,,Lab Grown Oval 6.4,,1,0.54,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2023,,Lab Grown Oval 6.5,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202346,,Lab Grown Oval 6.5 x,,3,1.68,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202347,,Lab Grown Oval 6.5 x,,1,0.62,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202348,,Lab Grown Oval 6.5 x,,2,1.24,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202349,,Lab Grown Oval 6.5 x,,1,0.72,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2024,,Lab Grown Oval 6.6,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202445,,Lab Grown Oval 6.6 x,,2,1.07,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202446,,Lab Grown Oval 6.6 x,,1,0.61,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202447,,Lab Grown Oval 6.6 x,,5,2.93,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202448,,Lab Grown Oval 6.6 x,,1,0.65,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202449,,Lab Grown Oval 6.6 x,,1,0.60,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202451,,Lab Grown Oval 6.6 x,,1,0.71,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2025,,Lab Grown Oval 6.7,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202545,,Lab Grown Oval 6.7 x,,1,0.58,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202546,,Lab Grown Oval 6.7 x,,2,1.05,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202547,,Lab Grown Oval 6.7 x,,1,0.64,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202550,,Lab Grown Oval 6.7 x,,1,0.62,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202552,,Lab Grown Oval 6.7 x,,1,0.72,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2026,,Lab Grown Oval 6.8,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202643,,Lab Grown Oval 6.8 x,,1,0.57,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202645,,Lab Grown Oval 6.8 x,,1,0.55,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202646,,Lab Grown Oval 6.8 x,,1,0.59,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202647,,Lab Grown Oval 6.8 x,,1,0.56,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202648,,Lab Grown Oval 6.8 x,,1,0.61,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202649,,Lab Grown Oval 6.8 x,,1,0.69,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202650,,Lab Grown Oval 6.8 x,,1,0.67,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202651,,Lab Grown Oval 6.8 x,,2,1.49,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202652,,Lab Grown Oval 6.8 x,,1,0.70,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2028,,Lab Grown Oval 6.9,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202848,,Lab Grown Oval 6.9 x,,1,0.61,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202849,,Lab Grown Oval 6.9 x,,2,1.34,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
202850,,Lab Grown Oval 6.9 x,,1,0.57,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2099,,,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2101,,Lab Grown Emerald 6 ,,21,15.63,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2102,,Lab Grown Emerald + ,,18,8.41,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2103,,Lab Grown Emerald - ,,12,1.63,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2104,,Lab Grown Emerald - ,,7,1.60,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2105,,Lab Grown Emerald - ,,3,0.60,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2106,,Lab Grown Emerald - ,,5,1.29,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2107,,Lab Grown Emerald - ,,13,3.74,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2108,,Lab Grown Emerald - ,,13,4.10,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2109,,Lab Grown Emerald - ,,18,6.54,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2110,,Lab Grown Emerald 4.,,8,2.97,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2111,,Lab Grown Emerald 4.,,13,5.04,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2112,,Lab Grown Emerald 4.,,2,0.79,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2113,,Lab Grown Emerald 5.,,2,0.77,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2114,,Lab Grown Emerald 0.,,2,1.56,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2199,,,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2201,,Lab Grown RADIANT,,1,1.05,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2202,,Lab Grown RADIANT,,1,0.90,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2203,,Lab Grown RADIANT,,29,14.98,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2204,,Lab Grown Asher Cut,,2,0.69,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2205,,Lab Grown Asher Cut,,1,1.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2211,,Lab Grown Rose Cut,,19,3.24,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2212,,Lab Grown Rose Cut,,21,19.41,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2301,,Lab Grown Buggets Mi,,0,9.41,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2302,,Lab Grown Tapper,,0,0.53,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2303,,Lab Grown Buggets 2 ,,0,5.38,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2304,,Lab Grown Buggets 3 ,,0,14.68,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2305,,Lab Grown Buggets 4 ,,0,0.94,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2401,,Lab Grown Cushion,,2,1.02,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2402,,Lab Grown Cushion,,15,5.58,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2403,,Lab Grown Cushion,,24,8.42,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2500,,Lab Grown Princess,,32,1.34,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250025,,Lab Grown Princess 2,,1,0.11,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250026,,Lab Grown Princess 2,,2,0.29,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250027,,Lab Grown Princess 2,,3,0.42,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250028,,Lab Grown Princess 2,,8,1.19,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250029,,Lab Grown Princess 2,,1,0.15,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250030,,Lab Grown Princess 3,,1,0.21,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250031,,Lab Grown Princess 3,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250032,,Lab Grown Princess 3,,10,2.05,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250033,,Lab Grown Princess 3,,8,1.90,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250034,,Lab Grown Princess 3,,9,2.15,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250036,,Lab Grown Princess 3,,6,1.82,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250037,,Lab Grown Princess 3,,2,0.60,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250038,,Lab Grown Princess 3,,9,3.18,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250039,,Lab Grown Princess 3,,10,3.83,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
250040,,Lab Grown Princess 4,,7,2.86,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
